ID_Date,ID_Place,ID_Mag,mag,depth,dmin
Date_3585,Place_3585,mb,4.1,10.0,48.372
Date_3586,Place_3586,mb,4.2,42.64,8.562
Date_3587,Place_3587,mb,4.0,105.81,100.08
Date_3588,Place_3588,mb,4.4,209.68,329.486
Date_3589,Place_3589,mwr,4.3,56.69,41.922
Date_3590,Place_3590,mb,4.5,133.01,322.702
Date_3591,Place_3591,mb,4.2,10.0,105.974
Date_3592,Place_3592,mb,4.0,97.66,15.679
Date_3593,Place_3593,mb,4.2,18.03,32.026
Date_3594,Place_3594,mb,4.0,25.44,79.73
Date_3595,Place_3595,mb,4.3,41.55,213.726
Date_3596,Place_3596,mb,4.1,201.72,167.69
Date_3597,Place_3597,mwr,4.0,10.0,64.496
Date_3598,Place_3598,mwr,4.5,14.46,81.176
Date_3599,Place_3599,mwr,4.2,14.04,84.29
Date_3600,Place_3600,mb,4.1,99.8,46.37
Date_3601,Place_3601,mb,4.4,127.22,25.798
Date_3602,Place_3602,mwr,4.3,8.43,72.169
Date_3603,Place_3603,mb,4.2,164.95,19.571
Date_3604,Place_3604,mb,4.2,232.7,266.88
Date_3605,Place_3605,ml,4.0,60.98,35.584
Date_3606,Place_3606,mb,4.0,87.22,31.247
Date_3607,Place_3607,mb,4.4,49.76,32.137
Date_3608,Place_3608,mb,4.0,219.04,164.354
Date_3609,Place_3609,mb,4.4,36.36,139.556
Date_3610,Place_3610,mb,4.1,159.84,295.681
Date_3611,Place_3611,mb,4.2,119.59,76.839
Date_3612,Place_3612,mb,4.1,227.03,162.574
Date_3613,Place_3613,mwr,4.8,165.49,67.61
Date_3614,Place_3614,mb,4.1,73.75,46.148
Date_3615,Place_3615,mww,4.9,6.63,176.697
Date_3616,Place_3616,mb,4.1,137.95,277.666
Date_3617,Place_3617,mb,3.9,89.35,38.364
Date_3618,Place_3618,mb,4.3,255.81,132.773
Date_3619,Place_3619,mww,4.7,10.0,142.336
Date_3620,Place_3620,mb,4.4,120.33,70.278
Date_3621,Place_3621,mwr,3.8,27.68,78.618
Date_3622,Place_3622,mb,4.3,40.26,61.605
Date_3623,Place_3623,mwr,4.0,19.62,56.156
Date_3624,Place_3624,mb,4.1,20.65,48.038
Date_3625,Place_3625,mb,4.3,111.19,4.782
Date_3626,Place_3626,mb,4.1,102.3,48.15
Date_3627,Place_3627,mb,3.7,29.66,11.787
Date_3628,Place_3628,mb,4.2,112.63,47.26
Date_3629,Place_3629,mb,4.3,10.0,242.305
Date_3630,Place_3630,mwr,4.8,94.19,39.254
Date_3631,Place_3631,mb,4.4,90.6,38.03
Date_3632,Place_3632,mww,6.3,85.0,36.696
Date_3633,Place_3633,mb,4.4,76.89,14.345
Date_3634,Place_3634,mwr,4.4,51.33,15.79
Date_3635,Place_3635,mb,4.3,222.1,201.161
Date_3636,Place_3636,mb,4.2,97.48,26.021
Date_3637,Place_3637,mb,4.7,123.49,78.062
Date_3638,Place_3638,mb,4.3,48.19,46.815
Date_3639,Place_3639,mb,4.2,101.51,38.698
Date_3640,Place_3640,mwr,4.0,15.64,44.814
Date_3641,Place_3641,mb,4.1,19.57,63.05
Date_3642,Place_3642,mb,4.2,114.98,25.131
Date_3643,Place_3643,mb,4.3,197.29,267.658
Date_3644,Place_3644,mww,5.5,110.18,48.038
Date_3645,Place_3645,mb,4.3,48.41,66.275
Date_3646,Place_3646,mwr,4.5,197.21,188.373
Date_3647,Place_3647,mwr,4.2,43.08,23.018
Date_3648,Place_3648,mww,4.8,129.08,16.902
Date_3649,Place_3649,mwr,4.0,18.62,34.583
Date_3650,Place_3650,mwr,4.4,107.33,46.926
Date_3651,Place_3651,mb,4.0,212.15,122.765
Date_3652,Place_3652,mwr,4.5,10.0,242.527
Date_3653,Place_3653,mb,4.2,60.82,29.246
Date_3654,Place_3654,mb,4.4,96.45,51.041
Date_3655,Place_3655,mb,4.1,39.06,127.658
Date_3656,Place_3656,mb,4.4,24.02,45.147
Date_3657,Place_3657,mb,4.2,189.49,184.37
Date_3658,Place_3658,mwr,4.4,19.87,64.496
Date_3659,Place_3659,mb,4.4,187.25,177.586
Date_3660,Place_3660,mb,4.4,223.97,178.587
Date_3661,Place_3661,mb,4.2,38.51,52.153
Date_3662,Place_3662,mb,4.7,115.5,100.636
Date_3663,Place_3663,mb,4.3,13.58,134.218
Date_3664,Place_3664,mb,4.2,20.76,30.246
Date_3665,Place_3665,mwr,4.8,12.96,109.421
Date_3666,Place_3666,mb,4.9,227.59,247.754
Date_3667,Place_3667,mwr,4.4,19.7,314.474
Date_3668,Place_3668,mwr,4.4,34.26,20.683
Date_3669,Place_3669,mwr,4.4,37.49,37.141
Date_3670,Place_3670,mb,4.3,255.09,199.604
Date_3671,Place_3671,mwr,4.3,47.5,16.124
Date_3672,Place_3672,mb,3.9,147.35,42.59
Date_3673,Place_3673,mwr,4.6,31.88,43.368
Date_3674,Place_3674,mwr,3.6,7.18,71.946
Date_3675,Place_3675,mwr,4.9,46.35,9.452
Date_3676,Place_3676,mww,5.0,116.97,91.851
Date_3677,Place_3677,mb,4.6,128.08,96.299
Date_3678,Place_3678,mwr,4.8,10.0,135.33
Date_3679,Place_3679,mwr,4.4,12.56,93.964
Date_3680,Place_3680,mwr,4.7,97.54,38.142
Date_3681,Place_3681,mb,4.0,10.0,132.439
Date_3682,Place_3682,mb,3.8,107.87,52.82
Date_3683,Place_3683,mwr,4.6,8.18,102.304
Date_3684,Place_3684,mb,4.5,10.0,153.567
Date_3685,Place_3685,mwr,4.2,10.0,144.894
Date_3686,Place_3686,mwr,3.9,10.0,146.673
Date_3687,Place_3687,mb,4.1,97.93,44.48
Date_3688,Place_3688,mb,3.9,190.62,167.134
Date_3689,Place_3689,mb,4.4,17.22,96.299
Date_3690,Place_3690,mb,4.3,10.0,129.214
Date_3691,Place_3691,mb,4.3,10.0,135.664
Date_3692,Place_3692,mww,5.9,17.0,126.879
Date_3693,Place_3693,mb,4.2,14.73,63.162
Date_3694,Place_3694,mb,4.2,167.68,8.674
Date_3695,Place_3695,mb,4.7,99.2,16.791
Date_3696,Place_3696,mb,3.9,121.68,93.63
Date_3697,Place_3697,mb,4.2,192.78,144.338
Date_3698,Place_3698,mwr,4.6,236.16,179.254
Date_3699,Place_3699,mb,4.2,88.68,22.685
Date_3700,Place_3700,mwr,4.6,197.95,176.808
Date_3701,Place_3701,mwr,4.6,7.89,104.194
Date_3702,Place_3702,mwr,4.3,9.72,105.862
Date_3703,Place_3703,mb,4.1,136.67,136.109
Date_3704,Place_3704,mwr,4.1,12.58,122.209
Date_3705,Place_3705,mb,4.3,143.42,30.914
Date_3706,Place_3706,mb,4.5,118.94,106.641
Date_3707,Place_3707,mb,4.2,11.75,85.958
Date_3708,Place_3708,mwr,4.0,15.47,78.618
Date_3709,Place_3709,mb,4.0,200.8,173.917
Date_3710,Place_3710,mb,4.5,25.58,120.207
Date_3711,Place_3711,mb,4.3,200.38,181.59
Date_3712,Place_3712,mb,4.3,85.88,56.267
Date_3713,Place_3713,mb,4.3,25.35,76.506
Date_3714,Place_3714,mww,5.2,229.58,211.169
Date_3715,Place_3715,mwr,4.6,169.64,178.254
Date_3716,Place_3716,mwr,4.5,205.92,169.024
Date_3717,Place_3717,mb,4.4,111.04,44.591
Date_3718,Place_3718,mb,4.3,185.57,108.642
Date_3719,Place_3719,mb,4.1,34.09,22.574
Date_3720,Place_3720,mb,4.2,10.0,70.056
Date_3721,Place_3721,mb,4.1,206.55,175.585
Date_3722,Place_3722,mb,4.2,15.68,53.821
Date_3723,Place_3723,mwr,4.5,199.31,177.253
Date_3724,Place_3724,mwr,4.2,48.92,71.724
Date_3725,Place_3725,mwr,4.0,16.12,58.38
Date_3726,Place_3726,mww,5.2,61.06,79.063
Date_3727,Place_3727,ml,4.0,191.07,205.053
Date_3728,Place_3728,ml,4.1,10.0,204.608
Date_3729,Place_3729,mb,3.8,48.24,90.072
Date_3730,Place_3730,mb,4.1,113.8,72.502
Date_3731,Place_3731,mb,4.0,217.14,172.582
Date_3732,Place_3732,mb,4.0,200.0,251.646
Date_3733,Place_3733,mb,4.3,131.06,50.262
Date_3734,Place_3734,mwr,4.8,21.59,74.393
Date_3735,Place_3735,mb,4.1,199.12,149.675
Date_3736,Place_3736,mwr,4.2,18.0,49.262
Date_3737,Place_3737,mb,4.5,120.63,74.393
Date_3738,Place_3738,mb,4.1,10.86,117.761
Date_3739,Place_3739,mb,4.4,22.35,88.182
Date_3740,Place_3740,mwr,4.0,10.0,133.106
Date_3741,Place_3741,mb,4.2,10.0,111.311
Date_3742,Place_3742,mb,4.1,33.19,35.806
Date_3743,Place_3743,mb,4.1,209.54,156.347
Date_3744,Place_3744,mwr,4.7,204.48,142.892
Date_3745,Place_3745,mb,4.3,46.6,28.467
Date_3746,Place_3746,mb,4.3,27.97,40.922
Date_3747,Place_3747,mwr,4.5,96.61,23.018
Date_3748,Place_3748,mb,4.2,37.12,92.185
Date_3749,Place_3749,mb,4.2,252.57,174.918
Date_3750,Place_3750,mwr,4.3,97.02,33.582
Date_3751,Place_3751,mwr,4.0,43.8,76.394
Date_3752,Place_3752,mb,4.1,122.17,95.41
Date_3753,Place_3753,mww,5.1,10.0,284.783
Date_3754,Place_3754,ml,4.3,271.03,177.809
Date_3755,Place_3755,mb,4.0,11.76,94.854
Date_3756,Place_3756,mwr,4.5,152.02,186.149
Date_3757,Place_3757,mwr,4.6,260.25,207.166
Date_3758,Place_3758,mwr,4.8,204.6,137.666
Date_3759,Place_3759,mb,4.1,80.13,46.593
Date_3760,Place_3760,mww,5.1,10.21,89.738
Date_3761,Place_3761,mb,4.2,32.48,104.528
Date_3762,Place_3762,mb,4.3,47.7,62.494
Date_3763,Place_3763,mb,4.2,126.59,82.399
Date_3764,Place_3764,mb,4.5,7.52,23.908
Date_3765,Place_3765,mb,4.3,222.25,204.608
Date_3766,Place_3766,mwr,4.2,21.8,76.506
Date_3767,Place_3767,mb,4.1,15.71,218.619
Date_3768,Place_3768,mb,4.4,219.91,137.221
Date_3769,Place_3769,mwr,4.3,195.21,145.783
Date_3770,Place_3770,mb,4.0,136.43,105.751
Date_3771,Place_3771,mwr,4.3,7.65,103.861
Date_3772,Place_3772,mb,4.1,24.46,80.398
Date_3773,Place_3773,mwr,4.7,14.7,95.521
Date_3774,Place_3774,mb,4.4,116.77,67.165
Date_3775,Place_3775,mww,5.2,10.0,96.744
Date_3776,Place_3776,mww,5.8,9.0,95.632
Date_3777,Place_3777,mb,4.3,31.56,68.054
Date_3778,Place_3778,mb,4.3,199.69,154.012
Date_3779,Place_3779,mwr,4.7,97.71,14.456
Date_3780,Place_3780,mww,5.0,116.53,289.009
Date_3781,Place_3781,mb,4.3,139.71,53.042
Date_3782,Place_3782,mb,4.2,20.82,184.37
Date_3783,Place_3783,mb,4.1,213.29,165.688
Date_3784,Place_3784,mww,4.7,172.78,192.598
Date_3785,Place_3785,ml,4.0,92.64,46.148
Date_3786,Place_3786,ml,4.0,214.44,154.123
Date_3787,Place_3787,mb,4.2,194.29,170.914
Date_3788,Place_3788,mwr,4.0,29.23,45.036
Date_3789,Place_3789,mwr,4.5,45.58,86.291
Date_3790,Place_3790,mb,4.0,108.22,51.93
Date_3791,Place_3791,mb,4.2,113.7,86.514
Date_3792,Place_3792,mb,4.3,127.68,88.626
Date_3793,Place_3793,mb,4.1,207.36,166.8
Date_3794,Place_3794,mb,4.5,230.07,206.165
Date_3795,Place_3795,mb,4.1,143.81,83.734
Date_3796,Place_3796,mwr,4.3,12.97,409.883
Date_3797,Place_3797,mwr,4.3,41.16,34.25
Date_3798,Place_3798,mww,5.3,41.07,35.473
Date_3799,Place_3799,mwr,4.3,10.0,115.537
Date_3800,Place_3800,mww,5.4,92.0,8.785
Date_3801,Place_3801,mb,4.2,120.03,77.506
Date_3802,Place_3802,mb,4.5,99.48,40.81
Date_3803,Place_3803,mww,5.6,110.0,138.555
Date_3804,Place_3804,mb,4.1,96.72,42.812
Date_3805,Place_3805,mb,4.2,114.75,29.246
Date_3806,Place_3806,mb,4.1,226.05,209.612
Date_3807,Place_3807,mwr,4.1,17.07,95.743
Date_3808,Place_3808,mb,4.5,209.6,163.13
Date_3809,Place_3809,mb,4.3,117.87,66.942
Date_3810,Place_3810,mb,4.3,42.03,47.705
Date_3811,Place_3811,mwr,4.6,103.15,96.077
Date_3812,Place_3812,mb,4.0,43.58,40.477
Date_3813,Place_3813,mww,5.0,69.6,89.071
Date_3814,Place_3814,mb,4.8,8.65,19.794
Date_3815,Place_3815,mb,4.0,262.07,283.671
Date_3816,Place_3816,mb,4.4,120.55,95.187
Date_3817,Place_3817,ml,4.0,218.3,181.145
Date_3818,Place_3818,mb,4.3,188.54,191.264
Date_3819,Place_3819,mb,4.3,84.69,27.355
Date_3820,Place_3820,mwr,4.5,261.15,210.279
Date_3821,Place_3821,mwr,4.6,113.88,78.952
Date_3822,Place_3822,mb,4.4,198.15,198.937
Date_3823,Place_3823,mb,4.3,18.26,39.81
Date_3824,Place_3824,mb,4.3,224.35,164.798
Date_3825,Place_3825,mwr,4.6,162.27,191.486
Date_3826,Place_3826,mwr,4.3,22.95,29.579
Date_3827,Place_3827,mww,5.3,39.0,29.802
Date_3828,Place_3828,mb,3.9,146.07,73.17
Date_3829,Place_3829,mb,4.1,217.02,164.131
Date_3830,Place_3830,mb,4.4,24.9,61.049
Date_3831,Place_3831,mb,3.6,124.1,48.817
Date_3832,Place_3832,mww,5.2,91.37,80.064
Date_3833,Place_3833,mb,4.1,51.77,65.163
Date_3834,Place_3834,mwr,3.9,8.88,91.073
Date_3835,Place_3835,mb,4.2,133.42,299.462
Date_3836,Place_3836,mb,4.1,207.4,179.032
Date_3837,Place_3837,mb,4.1,50.65,12.677
Date_3838,Place_3838,ml,3.8,10.0,8.674
Date_3839,Place_3839,mww,5.4,10.0,84.067
Date_3840,Place_3840,mwr,4.6,12.16,94.298
Date_3841,Place_3841,mwr,4.1,38.04,36.807
Date_3842,Place_3842,mwr,4.3,260.3,199.382
Date_3843,Place_3843,mb,4.4,200.55,154.79
Date_3844,Place_3844,mwr,4.5,127.26,73.503
Date_3845,Place_3845,mwr,4.8,96.51,113.646
Date_3846,Place_3846,mb,4.1,125.87,135.553
Date_3847,Place_3847,mb,4.1,194.11,177.92
Date_3848,Place_3848,mwr,4.5,181.01,178.921
Date_3849,Place_3849,mww,5.6,10.0,150.676
Date_3850,Place_3850,mwr,4.3,18.98,156.347
Date_3851,Place_3851,mwr,4.0,10.0,173.472
Date_3852,Place_3852,mb,4.5,143.67,65.386
Date_3853,Place_3853,mb,4.1,18.14,86.402
Date_3854,Place_3854,mb,4.4,9.53,109.421
Date_3855,Place_3855,mb,4.1,266.55,146.339
Date_3856,Place_3856,mb,4.2,193.02,156.57
Date_3857,Place_3857,mb,4.0,187.81,137.999
Date_3858,Place_3858,mwr,4.5,20.22,239.858
Date_3859,Place_3859,mb,4.1,127.39,40.588
Date_3860,Place_3860,mb,4.1,6.28,44.814
Date_3861,Place_3861,mb,4.6,167.83,178.365
Date_3862,Place_3862,mb,4.7,230.96,229.183
Date_3863,Place_3863,mb,4.0,9.27,66.053
Date_3864,Place_3864,mwr,4.9,13.03,58.269
Date_3865,Place_3865,mb,4.3,140.97,46.037
Date_3866,Place_3866,mwr,4.4,40.78,77.395
Date_3867,Place_3867,mwr,4.4,12.43,140.89
Date_3868,Place_3868,mb,4.1,151.83,37.697
Date_3869,Place_3869,mww,5.9,13.0,138.555
Date_3870,Place_3870,mwr,4.5,208.49,184.036
Date_3871,Place_3871,mb,4.4,196.85,173.138
Date_3872,Place_3872,mwr,4.9,89.57,53.487
Date_3873,Place_3873,mb,4.3,12.12,92.296
Date_3874,Place_3874,mb,4.4,168.65,140.89
Date_3875,Place_3875,mb,4.3,61.37,64.941
Date_3876,Place_3876,mww,5.4,108.03,66.609
Date_3877,Place_3877,ml,4.0,30.31,114.425
Date_3878,Place_3878,mb,4.3,181.89,184.258
Date_3879,Place_3879,mwr,4.4,21.4,41.478
Date_3880,Place_3880,mb,4.3,199.24,180.255
Date_3881,Place_3881,ml,4.0,236.48,129.103
Date_3882,Place_3882,mb,4.3,238.34,224.958
Date_3883,Place_3883,mb,4.0,200.42,186.594
Date_3884,Place_3884,ml,4.1,116.97,112.646
Date_3885,Place_3885,mwr,4.5,40.64,32.582
Date_3886,Place_3886,mwr,4.1,44.58,31.025
Date_3887,Place_3887,mb,3.6,126.3,98.078
Date_3888,Place_3888,mb,4.0,225.78,153.567
Date_3889,Place_3889,mb,4.6,152.9,362.734
Date_3890,Place_3890,mb,4.4,187.33,171.582
Date_3891,Place_3891,mww,5.1,53.15,26.132
Date_3892,Place_3892,mb,4.0,233.67,173.694
Date_3893,Place_3893,mb,4.2,110.14,53.042
Date_3894,Place_3894,mb,4.4,136.07,105.084
Date_3895,Place_3895,mwr,4.9,12.31,105.418
Date_3896,Place_3896,mb,4.2,177.9,197.269
Date_3897,Place_3897,mb,4.0,124.62,74.17
Date_3898,Place_3898,mb,4.1,127.51,56.49
Date_3899,Place_3899,mb,4.5,133.15,299.573
Date_3900,Place_3900,mb,4.0,215.79,170.803
Date_3901,Place_3901,mww,5.0,115.45,36.029
Date_3902,Place_3902,mwr,4.2,50.65,39.698
Date_3903,Place_3903,mb,4.3,261.1,199.159
Date_3904,Place_3904,mb,4.3,216.47,172.694
Date_3905,Place_3905,mwr,5.0,168.13,180.811
Date_3906,Place_3906,mb,4.3,64.21,32.47
Date_3907,Place_3907,mwr,4.7,170.57,188.484
Date_3908,Place_3908,mwr,4.3,15.47,92.741
Date_3909,Place_3909,mwr,4.3,113.45,59.826
Date_3910,Place_3910,mb,4.2,178.53,192.821
Date_3911,Place_3911,mwr,4.5,21.79,104.417
Date_3912,Place_3912,mb,4.0,121.32,80.509
Date_3913,Place_3913,mwr,4.4,101.79,22.24
Date_3914,Place_3914,ml,4.0,235.16,254.203
Date_3915,Place_3915,mwr,4.1,79.46,31.47
Date_3916,Place_3916,mb,4.3,275.81,209.501
Date_3917,Place_3917,mb,4.2,122.77,52.598
Date_3918,Place_3918,mb,4.3,241.76,238.079
Date_3919,Place_3919,mb,4.7,215.85,212.503
Date_3920,Place_3920,mb,4.2,136.7,80.842
Date_3921,Place_3921,mb,4.6,146.9,345.832
Date_3922,Place_3922,mb,4.1,161.86,161.574
Date_3923,Place_3923,mwr,4.3,3.29,151.454
Date_3924,Place_3924,mb,4.4,175.47,266.435
Date_3925,Place_3925,mb,4.1,126.33,95.521
Date_3926,Place_3926,mb,4.1,100.08,69.278
Date_3927,Place_3927,mwr,4.3,26.26,21.573
Date_3928,Place_3928,mb,4.0,34.37,80.954
Date_3929,Place_3929,mww,5.7,27.0,79.397
Date_3930,Place_3930,mb,4.9,234.42,193.154
Date_3931,Place_3931,mb,4.5,10.0,58.046
Date_3932,Place_3932,mb,4.3,126.03,49.262
Date_3933,Place_3933,mb,4.1,101.93,36.251
Date_3934,Place_3934,mb,4.3,118.57,53.265
Date_3935,Place_3935,mb,4.2,133.98,5.782
Date_3936,Place_3936,mwr,4.2,12.27,69.945
Date_3937,Place_3937,mww,4.9,69.85,22.129
Date_3938,Place_3938,mb,4.6,130.72,71.279
Date_3939,Place_3939,mb,4.2,185.74,94.298
Date_3940,Place_3940,mb,4.3,10.0,145.45
Date_3941,Place_3941,mb,4.9,25.68,357.953
Date_3942,Place_3942,mww,5.3,93.13,42.812
Date_3943,Place_3943,mb,3.9,10.0,88.293
Date_3944,Place_3944,mb,4.2,10.0,75.616
Date_3945,Place_3945,mwr,4.0,10.0,196.379
Date_3946,Place_3946,mb,4.0,215.61,179.699
Date_3947,Place_3947,mwr,4.1,16.63,119.429
Date_3948,Place_3948,mb,4.0,182.97,161.685
Date_3949,Place_3949,mb,4.5,52.79,78.062
Date_3950,Place_3950,mwr,4.3,32.03,47.482
Date_3951,Place_3951,mww,5.1,105.45,57.713
Date_3952,Place_3952,ml,4.0,31.49,36.807
Date_3953,Place_3953,mb,4.2,25.47,75.171
Date_3954,Place_3954,mb,4.3,261.46,246.086
Date_3955,Place_3955,mb,4.3,124.5,28.69
Date_3956,Place_3956,mww,4.9,115.67,38.253
Date_3957,Place_3957,mb,4.0,171.64,71.946
Date_3958,Place_3958,mb,4.6,24.46,57.379
Date_3959,Place_3959,mb,4.1,96.45,39.365
Date_3960,Place_3960,mb,4.3,28.48,2.224
Date_3961,Place_3961,mwr,4.1,16.96,115.092
Date_3962,Place_3962,mb,4.4,23.26,110.644
Date_3963,Place_3963,mb,4.2,18.13,61.16
Date_3964,Place_3964,mb,4.0,190.59,172.805
Date_3965,Place_3965,mwr,3.9,16.58,48.261
Date_3966,Place_3966,mww,5.9,81.14,149.008
Date_3967,Place_3967,mwr,4.9,137.99,84.957
Date_3968,Place_3968,mwr,4.4,42.92,22.24
Date_3969,Place_3969,mb,4.5,113.6,98.078
Date_3970,Place_3970,mwr,5.1,10.0,205.609
Date_3971,Place_3971,ml,4.0,237.55,168.802
Date_3972,Place_3972,mb,4.5,36.77,206.054
Date_3973,Place_3973,mb,4.4,14.79,48.038
Date_3974,Place_3974,mb,4.7,173.35,169.358
Date_3975,Place_3975,mwr,4.0,27.76,12.788
Date_3976,Place_3976,mwr,4.1,16.35,50.596
Date_3977,Place_3977,mb,4.5,225.17,153.901
Date_3978,Place_3978,mb,4.2,205.41,167.134
Date_3979,Place_3979,mb,4.2,103.74,51.263
Date_3980,Place_3980,mb,4.4,110.76,33.582
Date_3981,Place_3981,mwr,4.0,10.0,102.082
Date_3982,Place_3982,mb,4.2,86.06,46.148
Date_3983,Place_3983,mb,4.1,102.62,66.72
Date_3984,Place_3984,mb,4.1,249.18,261.765
Date_3985,Place_3985,mwr,4.6,167.91,259.874
Date_3986,Place_3986,mb,5.0,166.23,179.699
Date_3987,Place_3987,mwr,4.2,11.54,72.391
Date_3988,Place_3988,mb,4.5,221.11,163.798
Date_3989,Place_3989,mb,4.2,91.88,67.61
Date_3990,Place_3990,mb,4.9,156.79,266.102
Date_3991,Place_3991,mb,4.5,45.31,34.806
Date_3992,Place_3992,mb,4.3,64.51,83.622
Date_3993,Place_3993,ml,4.1,243.36,247.42
Date_3994,Place_3994,mwr,4.0,30.8,38.92
Date_3995,Place_3995,mb,4.5,42.87,149.786
Date_3996,Place_3996,mwr,4.2,13.05,61.605
Date_3997,Place_3997,mb,4.0,113.16,93.519
Date_3998,Place_3998,ml,4.2,239.51,241.971
Date_3999,Place_3999,mb,4.4,83.86,57.602
Date_4000,Place_4000,mwr,4.6,10.0,57.713
Date_4001,Place_4001,mww,5.7,116.0,84.067
Date_4002,Place_4002,mb,4.3,30.53,12.899
Date_4003,Place_4003,mb,4.0,216.45,249.088
Date_4004,Place_4004,mwr,4.8,38.41,81.398
Date_4005,Place_4005,mb,4.1,214.73,236.745
Date_4006,Place_4006,mb,4.6,212.73,247.086
Date_4007,Place_4007,mb,4.4,35.03,53.598
Date_4008,Place_4008,mww,5.2,14.99,38.142
Date_4009,Place_4009,mb,4.2,119.81,57.935
Date_4010,Place_4010,mb,4.8,157.09,284.561
Date_4011,Place_4011,mwr,4.3,204.46,264.767
Date_4012,Place_4012,mwr,4.7,129.24,268.326
Date_4013,Place_4013,ml,4.0,12.73,78.73
Date_4014,Place_4014,mb,4.4,134.27,59.381
Date_4015,Place_4015,mwr,3.9,20.18,66.053
Date_4016,Place_4016,mb,4.0,199.35,135.886
Date_4017,Place_4017,mb,4.0,106.29,22.685
Date_4018,Place_4018,mb,4.1,203.28,244.529
Date_4019,Place_4019,mb,4.4,133.78,50.04
Date_4020,Place_4020,mb,4.3,166.53,257.206
Date_4021,Place_4021,mb,4.1,94.75,7.673
Date_4022,Place_4022,mb,4.3,98.08,11.898
Date_4023,Place_4023,mb,4.5,10.0,481.718
Date_4024,Place_4024,mww,5.4,10.0,390.646
Date_4025,Place_4025,mb,4.2,10.0,364.291
Date_4026,Place_4026,mb,4.0,118.61,56.267
Date_4027,Place_4027,mwr,4.7,21.23,72.28
Date_4028,Place_4028,mwr,4.7,19.76,75.616
Date_4029,Place_4029,mb,3.9,8.17,70.612
Date_4030,Place_4030,mb,4.5,21.51,87.07
Date_4031,Place_4031,mb,4.2,170.25,278.445
Date_4032,Place_4032,mb,4.4,167.88,203.051
Date_4033,Place_4033,mb,4.1,10.0,90.294
Date_4034,Place_4034,mwr,4.4,17.74,59.826
Date_4035,Place_4035,ml,4.0,26.89,120.43
Date_4036,Place_4036,mb,4.2,226.9,260.43
Date_4037,Place_4037,mb,4.3,210.14,257.317
Date_4038,Place_4038,mb,4.2,13.13,56.934
Date_4039,Place_4039,mb,4.5,216.14,259.652
Date_4040,Place_4040,mwr,4.1,16.94,53.821
Date_4041,Place_4041,mb,4.2,218.44,246.975
Date_4042,Place_4042,mwr,4.3,95.5,53.154
Date_4043,Place_4043,mwr,3.9,16.32,60.604
Date_4044,Place_4044,mb,4.0,10.0,87.626
Date_4045,Place_4045,mb,4.3,14.79,293.568
Date_4046,Place_4046,mww,5.0,9.77,91.851
Date_4047,Place_4047,mb,4.2,133.36,84.957
Date_4048,Place_4048,mwr,3.9,27.58,67.832
Date_4049,Place_4049,mwr,4.2,20.49,51.374
Date_4050,Place_4050,mwr,4.2,21.44,46.926
Date_4051,Place_4051,mwr,3.9,22.31,48.15
Date_4052,Place_4052,mwr,3.8,21.5,17.57
Date_4053,Place_4053,ml,4.1,236.71,237.746
Date_4054,Place_4054,mww,5.1,18.79,37.03
Date_4055,Place_4055,mwr,4.4,20.05,44.814
Date_4056,Place_4056,mwr,4.4,20.04,45.592
Date_4057,Place_4057,mwr,3.8,20.9,64.607
Date_4058,Place_4058,ml,4.3,214.87,247.754
Date_4059,Place_4059,mb,4.1,22.32,38.698
Date_4060,Place_4060,mwr,3.8,23.21,50.151
Date_4061,Place_4061,mwr,4.2,25.51,39.81
Date_4062,Place_4062,mwr,4.1,19.85,51.819
Date_4063,Place_4063,mww,5.3,17.98,41.255
Date_4064,Place_4064,mb,4.5,18.71,51.486
Date_4065,Place_4065,mwr,3.7,20.12,50.707
Date_4066,Place_4066,mwr,4.2,21.89,44.591
Date_4067,Place_4067,mwr,4.6,21.52,50.818
Date_4068,Place_4068,mb,4.3,19.9,47.371
Date_4069,Place_4069,mb,4.6,24.03,43.257
Date_4070,Place_4070,ml,3.6,22.51,40.032
Date_4071,Place_4071,mb,4.6,10.0,60.493
Date_4072,Place_4072,mww,5.8,27.0,19.238
Date_4073,Place_4073,mww,5.4,22.46,44.702
Date_4074,Place_4074,mb,4.5,20.09,51.486
Date_4075,Place_4075,mb,4.4,25.55,168.69
Date_4076,Place_4076,mww,5.1,10.0,47.705
Date_4077,Place_4077,mb,4.6,21.07,45.258
Date_4078,Place_4078,mb,4.3,22.66,38.698
Date_4079,Place_4079,mwr,4.6,22.43,37.03
Date_4080,Place_4080,mwr,4.7,24.28,41.255
Date_4081,Place_4081,mww,5.9,22.0,37.808
Date_4082,Place_4082,mwr,3.9,21.82,42.923
Date_4083,Place_4083,mb,4.3,28.61,36.029
Date_4084,Place_4084,mwr,4.7,20.35,38.586
Date_4085,Place_4085,mwr,4.1,24.21,42.701
Date_4086,Place_4086,mww,5.1,22.51,40.032
Date_4087,Place_4087,mb,4.3,75.19,47.371
Date_4088,Place_4088,mwr,3.9,29.43,15.679
Date_4089,Place_4089,mb,4.1,102.81,42.701
Date_4090,Place_4090,mww,5.4,104.68,16.68
Date_4091,Place_4091,mwr,4.3,27.02,37.697
Date_4092,Place_4092,mwr,4.3,19.38,40.81
Date_4093,Place_4093,mwr,4.3,15.02,57.824
Date_4094,Place_4094,mwr,4.3,98.4,35.473
Date_4095,Place_4095,mb,4.4,123.67,53.042
